fold,site,state,inference_days,actual_inference_days,n_infer_points,rmse_log,mae_log,r2_log,infer_time
37,108720_42530,WY,400,400,26290,0.3915156195411291,0.29109502660750525,0.5428723721834682,3.626539098098874
38,114371_43683,ID,25,25,1575,0.7084328220278632,0.5868517442101844,-0.5589912568869735,0.46254505403339863
38,114371_43683,ID,50,50,3437,0.585996728805909,0.47759296663306455,-0.06668629404228055,0.1290649939328432
38,114371_43683,ID,100,100,6616,0.6068729554809822,0.4771117452816026,-0.14404181883601286,0.2144849831238389
38,114371_43683,ID,150,150,9915,0.5847212023310668,0.44767226574223995,-0.06204768170268804,0.42811029497534037
38,114371_43683,ID,200,200,13017,0.5954859361333922,0.4551925848465781,-0.10151229606770751,2.3455802239477634
38,114371_43683,ID,250,250,16348,0.5966250289903093,0.4578680812208711,-0.1057304472639995,1.1486641871742904
38,114371_43683,ID,300,300,20016,0.6271219843916195,0.48641236374460983,-0.2216600802665465,2.0132575349416584
38,114371_43683,ID,350,350,22866,0.6154895160387296,0.47410379576735384,-0.17675933186232773,2.4709807438775897
38,114371_43683,ID,400,400,26531,0.6515850388800133,0.5007127365663668,-0.3188291544134283,3.4059342278633267
39,116557_48292,ID,25,25,1635,0.7026967451093316,0.5257844057167793,0.04992389844226541,1.446808148175478
39,116557_48292,ID,50,50,3275,0.6698694066123624,0.5183739058691395,0.13661838287397154,0.12728460296057165
39,116557_48292,ID,100,100,6463,0.6232406695326794,0.4709733089188145,0.25263271890859673,0.2089596390724182
39,116557_48292,ID,150,150,9871,0.6348769032862684,0.48546592498960395,0.22446470830958387,0.42848583590239286
39,116557_48292,ID,200,200,13397,0.6154478689706859,0.46775073187004956,0.271205553496899,0.7781839880626649
39,116557_48292,ID,250,250,16590,0.6138107762679772,0.4601371366819436,0.2750775865332479,1.5794391150120646
39,116557_48292,ID,300,300,19322,0.6092003725379317,0.4562545216970215,0.2859266408631609,2.429041241062805
39,116557_48292,ID,350,350,22891,0.5970210148361214,0.449649954528216,0.314193263457879,2.801569730974734
39,116557_48292,ID,400,400,26424,0.6140174106114626,0.4607354613089283,0.2745894260570454,3.364924935158342
40,114252_42680,ID,25,25,1839,0.44585668666737466,0.3576436453581408,0.2719871734890654,1.2817669340875
40,114252_42680,ID,50,50,3275,0.49127176685856194,0.3855417767921113,0.11612250788638367,0.15145388199016452
40,114252_42680,ID,100,100,6802,0.46704888296667313,0.3715526005473,0.2011354715051188,0.23112035705707967
40,114252_42680,ID,150,150,9900,0.5033433205224044,0.4019811399539156,0.07215147427135282,0.4195333491079509
40,114252_42680,ID,200,200,13459,0.49352364124598935,0.40000351519610006,0.10800096319202446,1.8495078219566494
40,114252_42680,ID,250,250,16412,0.5040709948645086,0.40817938252368413,0.06946678738012291,1.1321517429314554
40,114252_42680,ID,300,300,19798,0.5147945909603111,0.4148800904194097,0.029453355310732676,1.8737646620720625
40,114252_42680,ID,350,350,23028,0.5008265390014616,0.4025284407854359,0.08140700145594337,2.769144073827192
40,114252_42680,ID,400,400,26232,0.5113532516768745,0.4116331443350967,0.04238595667069134,3.2248859510291368
41,116805_47789,ID,25,25,1664,0.531654497918082,0.42561935941941437,0.08381756327568535,0.5585674510803074
41,116805_47789,ID,50,50,3319,0.5838526776197941,0.40991196455586715,-0.10491667974225649,0.12323298002593219
41,116805_47789,ID,100,100,6608,0.510930174003159,0.40887498212043655,0.1538524909279121,0.21321675297804177
41,116805_47789,ID,150,150,9901,0.47471322430017276,0.3808715316008191,0.2695581670684659,0.42589839291758835
41,116805_47789,ID,200,200,13310,0.46561093973258877,0.37331971681277665,0.29730101124476815,1.5144381809514016
41,116805_47789,ID,250,250,16380,0.490825187018185,0.3949911035676407,0.21913373898572808,1.1845942048821598
41,116805_47789,ID,300,300,19570,0.491517531483757,0.39767500378379717,0.2169292484817763,2.193226078990847
41,116805_47789,ID,350,350,23048,0.5339207702296943,0.4270967494576988,0.0759901331042212,2.749996167141944
41,116805_47789,ID,400,400,26347,0.5062735904842278,0.4113729970537724,0.16920567061059433,3.3014304011594504
42,116806_46397,ID,25,25,1723,0.6388460370609308,0.5163459664655137,0.021584447730417233,0.9043215289711952
42,116806_46397,ID,50,50,3295,0.5916139976904657,0.4780256184523392,0.16091140328394993,0.1262761519756168
42,116806_46397,ID,100,100,6569,0.5489506719133072,0.43687806988726324,0.27756699455662337,0.21150911110453308
42,116806_46397,ID,150,150,9949,0.579462645971899,0.46890658205939045,0.19502604764064602,0.4323696489445865
42,116806_46397,ID,200,200,13352,0.5750674691779246,0.46610248591938475,0.20719105992760656,1.1038772501051426
42,116806_46397,ID,250,250,16434,0.5691590276575069,0.4592623510249947,0.2233985542847472,1.3879639192018658
42,116806_46397,ID,300,300,19656,0.5350404416832788,0.4303219229657598,0.313715552528525,2.5693220908287913
42,116806_46397,ID,350,350,23141,0.5498989158472353,0.4405762797927941,0.27506901281379037,2.551137865986675
42,116806_46397,ID,400,400,26582,0.5363765171853292,0.4321695146188164,0.3102837645038291,3.3613297601696104
43,116536_46335,ID,25,25,1644,0.6317885469397442,0.5211774623629701,0.2829046871608475,1.3655643509700894
43,116536_46335,ID,50,50,3333,0.5568516873916768,0.4598669835024403,0.44292654259011466,0.12563461088575423
43,116536_46335,ID,100,100,6938,0.5326296684353651,0.44586867568834926,0.49033584102007044,0.22833192511461675
